content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
a2ce1f87f091fda92667c5d3af11bc1a7615316be29b12db39a93b3e989558dc,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/81 (4).jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-5.744865894317627,0.1328667253255844,0.0031889614183455706,0.21036049723625183,0.5076475143432617,0,1,False,True,False,True,0.7896395027637482,0.003297395771369338,0.957470178604126,0.9541727828327566,0.9936129450798035,0.006387013476341963,jpeg,0.5688548684120178,0.0,1.0,6.716630024080045e-16
f8671e7f2da3315f23104711863e972c53e6882ede028c7fdde0d85bf4160114,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/440 (9).jpg,cifake,cifake,unknown,1,repost_aggressive,Aggressive Repost,-5.3584699630737305,0.07433418184518814,0.004686041735112667,0.22551941871643066,0.5042787790298462,0,1,False,True,False,True,0.7744805812835693,0.00056438148021698,0.9853019118309021,0.9847375303506851,0.9169724583625793,0.08302750438451767,crop,0.9024611115455627,0.0,1.0,0.9082350010698632
091d7d814979adb6a997405c8acdea55f2c073ec86a36b6f627f7bf9dec9f7c0,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/253 (4).jpg,cifake,cifake,unknown,1,repost_aggressive,Aggressive Repost,-5.226096153259277,0.2892102897167206,0.005345734767615795,0.23088744282722473,0.5166414976119995,0,1,False,True,False,True,0.7691125571727753,0.0010954744648188353,0.9711493253707886,0.9700538509059697,0.9894441962242126,0.01055572647601366,jpeg,0.287011981010437,0.0,1.0,0.9934241311263985
b4d3fdc7c5456ae8834bd95b620d8a59ad4717e60d0b6b9f5554edd05812cadb,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/771 (6).jpg,cifake,cifake,unknown,1,repost_mild,Mild Repost,-5.077320098876953,0.6361075043678284,0.0061979456804692745,0.23702648282051086,0.5365505814552307,0,1,False,True,False,True,0.7629735171794891,0.0006712740287184715,0.9899186491966248,0.9892473751679063,0.9801375269889832,0.019862500950694084,crop,0.8379852771759033,0.0,1.0,0.0010599385377723846
3e380a48bb67d6fb3699854210e6f404d03b703572e1d1bdd096843fdface860,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/183 (5).jpg,cifake,cifake,unknown,1,full_laundering,Full Laundering,-5.014934062957764,0.5771955847740173,0.006594296544790268,0.2396339774131775,0.5331759452819824,0,1,False,True,False,True,0.7603660225868225,0.0015935335541144013,0.990382730960846,0.9887891974067315,0.995581328868866,0.004418674390763044,jpeg,0.7145944237709045,0.0,1.0,0.9375655119460196
5b1ef76486f26387988e8f3958a6738774153df839dbeadffb7813340258d3af,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/185 (2).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.990736961364746,0.1394721120595932,0.00675471406430006,0.24065065383911133,0.5080276727676392,0,1,False,True,False,True,0.7593493461608887,0.0018831501947715878,0.9754763841629028,0.9735932339681312,0.9935113787651062,0.006488641258329153,jpeg,0.5515263080596924,0.0,1.0,0.9936115593324579
23ff8e48b1fb083682596bb866dc6fa31a67e72d3106df6e9af18bba9e11e946,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/885 (9).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.710615634918213,0.5294588208198547,0.008918971754610538,0.25263309478759766,0.5304392576217651,0,1,False,True,False,True,0.7473669052124023,0.006204696372151375,0.9816673994064331,0.9754627030342817,0.9901860952377319,0.009813941083848476,jpeg,0.3666226863861084,0.0,1.0,0.9933584036847779
c4bfd33b04eddb15583d3ae268c64cb195ebdc21c58080d88764fada1e565726,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/938 (9).jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-4.69369649887085,0.10579952597618103,0.00906977616250515,0.2533693313598633,0.5060897469520569,0,1,False,True,False,True,0.7466306686401367,0.004652953706681728,0.9760531783103943,0.9714002246037126,0.9687082171440125,0.03129183501005173,jpeg,0.8692867159843445,0.0,1.0,0.9911678770394005
45d46ba50d3338516b89f72b8b2668781e42043a8ae9ad053ea5000b672f228d,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/768 (4).jpg,cifake,cifake,unknown,1,clean,Clean,-4.644102096557617,0.23713110387325287,0.009526534005999565,0.25553563237190247,0.5136464834213257,0,1,False,True,False,True,0.7444643676280975,0.002401852048933506,0.9295862913131714,0.9271844392642379,0.9425181746482849,0.057481806725263596,clean,0.20847199857234955,0.0,1.0,5.3220484896464385e-09
405e724f612ceb1f26055f80a6a9edc286033d1b31b5159b888f0c7e8944ab1e,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/938.jpg,cifake,cifake,unknown,1,repost_mild,Mild Repost,-4.638702392578125,0.19514356553554535,0.009577619843184948,0.255772203207016,0.511231005191803,0,1,False,True,False,True,0.744227796792984,0.0005064032156951725,0.9831005334854126,0.9825941302697174,0.9104765057563782,0.08952350914478302,crop,0.6039012670516968,0.0,1.0,0.005091721090847145
f8671e7f2da3315f23104711863e972c53e6882ede028c7fdde0d85bf4160114,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/440 (9).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.636051177978516,0.32120463252067566,0.009602801874279976,0.255888432264328,0.5184808969497681,0,1,False,True,False,True,0.744111567735672,0.0053658452816307545,0.9754124879837036,0.9700466427020729,0.9936553239822388,0.006344729568809271,jpeg,0.718784749507904,0.0,1.0,0.9082350010698632
33b3c61dfcb92ba162f6ace001949975ad2b602cae7334207ba1c3207e2a52dd,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/135 (10).jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-4.590925693511963,0.021950403228402138,0.010041607543826103,0.2578718066215515,0.5012634992599487,0,1,False,True,False,True,0.7421281933784485,0.0014651553938165307,0.9186050891876221,0.9171399337938055,0.9806264042854309,0.01937360316514969,jpeg,0.8474308848381042,0.0,1.0,0.9898497290450328
433dafb3da79122fcc65785b6ed135c503490e4eed380ae7968de5324f92774a,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/995 (5).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.533595561981201,0.4768212139606476,0.01062781922519207,0.2604060471057892,0.5274194478988647,0,1,False,True,False,True,0.7395939528942108,0.002895812736824155,0.9888226985931396,0.9859268858563155,0.8952228426933289,0.10477714985609055,crop,0.5091614127159119,0.0,1.0,0.8743789880759509
b0e49f580c816802f2cfc269005167c7754a0dc4f1f3d58c992d3ab053c9b099,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/190.jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-4.462007522583008,0.1075095608830452,0.011407541111111641,0.2635931670665741,0.5061882138252258,0,1,False,True,False,True,0.7364068329334259,0.010533473454415798,0.8865472674369812,0.8760137939825654,0.9861673712730408,0.013832619413733482,jpeg,0.871891438961029,0.0,1.0,0.8893389613465259
740ba51fc5bd1942b957c34e454896cbf9a7150dca1b2a058c2faf16fad4e999,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/677 (3).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.41885232925415,0.12694232165813446,0.011904624290764332,0.2655264437198639,0.5073066353797913,0,1,False,True,False,True,0.7344735562801361,0.0038941826205700636,0.9335960745811462,0.9297018919605762,0.9886034727096558,0.011396469548344612,jpeg,0.43996062874794006,0.0,1.0,0.9881102303926778
d99b3183238d38367899e2e2bda73faa013263a28bfa93e5c8aae486a26ec9f1,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/887 (5).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.3719868659973145,0.7079000473022461,0.012468697503209114,0.2676362097263336,0.5406584739685059,0,1,False,True,False,True,0.7323637902736664,0.011575344018638134,0.977897584438324,0.9663222404196858,0.9966784715652466,0.0033214865252375603,jpeg,0.7957395911216736,0.0,1.0,0.993847439311207
246cb32d6eca862c02cfd97f758fe8768e603fe932885136d2065e0012c803c3,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/562.jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-4.371280193328857,0.18283633887767792,0.01247740164399147,0.26766809821128845,0.5105229616165161,0,1,False,True,False,True,0.7323319017887115,0.0024856217205524445,0.9365779161453247,0.9340922944247723,0.9915839433670044,0.008416062220931053,jpeg,0.8140069842338562,0.0,1.0,0.0032070011471383624
309cef88c79492d045d46312d4d8596a295072eef3ce69164f26840fac641977,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/721 (9).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.2307305335998535,0.6198989748954773,0.01433333195745945,0.2740591764450073,0.5356224179267883,0,1,False,True,False,True,0.7259408235549927,0.007812062278389931,0.981696367263794,0.973884304985404,0.9720618724822998,0.02793816849589348,jpeg,0.35467976331710815,0.0,1.0,0.9927027592334617
663b2fc42d938f2496142f19c0a676b41700d38d8b4a02d0798e391796f3a1fd,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/338 (6).jpg,cifake,cifake,unknown,1,full_laundering,Full Laundering,-4.216668605804443,0.4945472776889801,0.014533358626067638,0.2747037708759308,0.5284366011619568,0,1,False,True,False,True,0.7252962291240692,0.007967853918671608,0.9798995852470398,0.9719317313283682,0.9906469583511353,0.009353026747703552,jpeg,0.8706183433532715,0.0,1.0,0.9934141864809721
42f966e95cffcfe9d91bcddd59d1be238f56c268b4e4f7b5e41b17bfd74b8df5,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/240 (3).jpg,cifake,cifake,unknown,1,filtered_repost,Filtered Repost,-4.214073657989502,1.081160068511963,0.014570572413504124,0.27482283115386963,0.5619148015975952,0,1,False,True,False,True,0.7251771688461304,0.0034625856205821037,0.9919576644897461,0.988495078869164,0.9729915857315063,0.027008451521396637,jpeg,0.6509571075439453,0.0,1.0,0.9924073658221503
e3c3afe125fafc8bf95872d67cc486d33d1559126a04fc1634a1ccedbca48c73,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/23 (3).jpg,cifake,cifake,unknown,1,full_laundering,Full Laundering,-4.152562618255615,0.23948757350444794,0.015480651520192623,0.27765440940856934,0.5137819647789001,0,1,False,True,False,True,0.7223455905914307,0.012607705779373646,0.948646605014801,0.9360388992354274,0.951686680316925,0.048313289880752563,jpeg,0.7573627233505249,0.0,1.0,0.9803226875781536
13d3ba58ac100b3aacced96fc7473a6f1ab3184706556a5b6b55d26c13ba751a,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/376 (8).jpg,cifake,cifake,unknown,1,repost_mild,Mild Repost,-4.072498321533203,0.20833851397037506,0.01674945279955864,0.28136685490608215,0.5119901895523071,0,1,False,True,False,True,0.7186331450939178,0.0029832886066287756,0.9467868208885193,0.9438035322818905,0.9579735994338989,0.04202638939023018,jpeg,0.6285849213600159,0.0,1.0,1.3139426762463905e-09
192f4f1e5efc9da2fb1c8b9b80e9a0393fe02c2c3769351afd6f9889e4dee1d3,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/673 (4).jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,-4.068464279174805,0.045325055718421936,0.016816020011901855,0.2815547287464142,0.5026090145111084,0,1,False,True,False,True,0.7184452712535858,0.011441021226346493,0.9469742774963379,0.9355332562699914,0.7517023682594299,0.24829763174057007,jpeg,0.29965269565582275,0.0,1.0,0.004834996929506034
89ec44ae5fda0d30cb39040091dfbc36815597a754b0de833e4e1b6eb2e223d3,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/494.jpg,cifake,cifake,unknown,1,noise_recompress,Noise + JPEG,-4.030154228210449,0.4538464844226837,0.017461273819208145,0.2833424508571625,0.526100754737854,0,1,False,True,False,True,0.7166575491428375,0.01579922065138817,0.9571430087089539,0.9413437880575657,0.993389368057251,0.006610596552491188,jpeg,0.6621569991111755,0.0,1.0,0.9795816889930964
