content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
f89e0bd0f44a2fa90626d801fd882eb0d2fe19c5f39a52944772d4ccb889e18f,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0166 (7).jpg,cifake,cifake,unknown,0,clean,Clean,3.6918752193450928,0.41589075326919556,0.975680947303772,0.7005782723426819,0.5239213705062866,1,1,False,False,False,False,0.7005782723426819,0.9877318143844604,0.05255898833274841,0.935172826051712,0.9931491017341614,0.0068509541451931,crop,0.7671876549720764,0.0,1.0,2.189908083123921e-18
655d607ba7b725d85c2b600180d033987027054ae9a21e5fd76cb84a34f52c3e,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0296 (4).jpg,cifake,cifake,unknown,0,clean,Clean,3.9687728881835938,1.2753416299819946,0.9814538955688477,0.7137789130210876,0.5728887319564819,1,1,False,False,False,False,0.7137789130210876,0.7666299343109131,0.858687698841095,0.09205776453018188,0.5958952307701111,0.4041047692298889,crop,0.9195016622543335,0.0,1.0,5.778929946362861e-17
adedd8575a23d8a7387219964ad48feb9c5fe149453aba566bec8aaa5033bda2,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0440 (8).jpg,cifake,cifake,unknown,0,clean,Clean,4.90169095993042,1.672906756401062,0.9926208257675171,0.755582869052887,0.5951233506202698,1,1,False,False,False,False,0.755582869052887,0.958122730255127,0.6214889287948608,0.3366338014602661,0.7264797687530518,0.27352023124694824,crop,0.7444512844085693,0.0,1.0,8.789541910773449e-17
79bb23dd248ddc5dcdfee77b9799d45e08de3afddde763e7536b5c2879cfab17,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/964 (4).jpg,cifake,cifake,unknown,1,clean,Clean,-0.9364627003669739,0.5722547173500061,0.28161540627479553,0.4463028311729431,0.5328928232192993,0,1,False,True,False,True,0.5536971688270569,0.35763639211654663,0.6714705228805542,0.31383413076400757,0.7850425243377686,0.21495747566223145,clean,0.30103379487991333,0.0,1.0,1.3440182648321129e-16
c84e15ca709251165098a5e6d6a145d4f27784d913a5ff2897d062870943f5bc,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/86.jpg,cifake,cifake,unknown,1,clean,Clean,-0.6873871088027954,1.3906739950180054,0.3346145749092102,0.46051472425460815,0.5793735384941101,0,1,False,True,False,True,0.5394852757453918,0.22450634837150574,0.967180609703064,0.7426742613315582,0.8626511693000793,0.13734889030456543,jpeg,0.4046604037284851,0.0,1.0,2.0503613546784558e-16
18bc85edd87a7d15e6a1fec12389ce16696fb907f63c9f0351740488d5286b6f,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0153 (5).jpg,cifake,cifake,unknown,0,clean,Clean,2.4152297973632812,0.601625382900238,0.9179813265800476,0.6355510354042053,0.5345757603645325,1,1,False,False,False,False,0.6355510354042053,0.8971714973449707,0.22075451910495758,0.6764169782400131,0.9283829927444458,0.07161697000265121,clean,0.4355253279209137,0.0,1.0,2.4108043250796595e-16
7718d52eb7cdd94289e3d697d16ce26711c829b51ecdda744a882f6c3ae1649a,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/210.jpg,cifake,cifake,unknown,1,clean,Clean,-2.181868076324463,1.4664031267166138,0.10139060020446777,0.37698280811309814,0.5836169123649597,0,1,False,True,False,True,0.6230171918869019,0.0071235462091863155,0.9945294260978699,0.9874058798886836,0.9603861570358276,0.03961386904120445,jpeg,0.5240168571472168,0.0,1.0,3.658992391510541e-16
e932014413e4550bf22e5861c68c8e0900cfcfe53b0af00da0b26959b08d8e63,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/719 (5).jpg,cifake,cifake,unknown,1,clean,Clean,-7.456110954284668,-1.0352575778961182,0.0005775655154138803,0.152288019657135,0.4406886100769043,0,0,False,False,False,False,0.847711980342865,5.188656723476015e-05,0.9221731424331665,0.9221212558659317,0.9768721461296082,0.023127829656004906,clean,0.14162664115428925,0.0,1.0,4.239274898411612e-16
81080fc6700f1500ba29bda8dbd81a030c250f41acc00cf76019492456c49680,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0454 (6).jpg,cifake,cifake,unknown,0,clean,Clean,7.835606575012207,1.4313349723815918,0.9996047616004944,0.8586529493331909,0.5816534161567688,1,1,False,False,False,False,0.8586529493331909,0.9977854490280151,0.030082987621426582,0.9677024614065886,0.9910824298858643,0.008917517028748989,crop,0.7091664671897888,0.0,1.0,5.150588317221947e-16
f7ecd509367b3a2cc0558dabbdb1c68eb8e57c47c4b00f20a31e899c69c2eeb6,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0101 (10).jpg,cifake,cifake,unknown,0,clean,Clean,-2.9436709880828857,-0.9350574016571045,0.050036489963531494,0.3367570638656616,0.4463827610015869,0,0,True,True,False,False,0.6632429361343384,0.0008810725412331522,0.7953979969024658,0.7945169243612327,0.6324253082275391,0.36757466197013855,crop,0.7957069277763367,0.0,1.0,6.288674592790303e-16
