content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
37801d19e40222dc33f9c752d78071600875866160981c22efb9be7259ee5ae7,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0913.jpg,cifake,cifake,unknown,0,clean,Clean,-5.669406414031982,0.33309057354927063,0.0034380515571683645,0.21326109766960144,0.5191640853881836,0,1,True,False,True,False,0.7867389023303986,0.002476162277162075,0.9853782653808594,0.9829021031036973,0.9938124418258667,0.0061875456012785435,jpeg,0.2627757787704468,0.0,1.0,0.016700467948410222
95777b94069700a1305607b554f5f7384c2e687d07697570d9db0ce77a71d284,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0152 (8).jpg,cifake,cifake,unknown,0,noise_recompress,Noise + JPEG,-4.651280403137207,0.21501053869724274,0.009459039196372032,0.25522130727767944,0.5123739838600159,0,1,True,False,True,False,0.7447786927223206,0.00651133619248867,0.9450617432594299,0.9385504070669413,0.9924780130386353,0.007521956693381071,jpeg,0.7255038022994995,0.0,1.0,0.2931317526545084
f87f7d86b92f644584493c6199901bec4667e9df1242fd262871fb510c59b70a,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0195 (7).jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-4.251515865325928,0.022275375202298164,0.014042624272406101,0.2731080651283264,0.5012822151184082,0,1,True,False,True,False,0.7268919348716736,0.008962651714682579,0.878372073173523,0.8694094214588404,0.9745731353759766,0.02542685717344284,jpeg,0.36030325293540955,0.0,1.0,2.923347828665885e-10
c95405b5b3678845d581169719f0a4eefa8ab0d8d9f81a4fb54c6a000801814d,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0795 (4).jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-3.6828012466430664,0.55209881067276,0.024535298347473145,0.2998601496219635,0.5317374467849731,0,1,True,False,True,False,0.7001398503780365,0.01774538867175579,0.969437301158905,0.9516919124871492,0.9699597954750061,0.030040228739380836,jpeg,0.7961897850036621,0.0,1.0,0.8727877563788801
d5ee666fee7c57c26218db6484cb614c1fdae81e00e2b10237c3dde77df5961b,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0139 (2).jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-3.5001347064971924,0.6521336436271667,0.029308399185538292,0.3087638020515442,0.5374680757522583,0,1,True,False,True,False,0.6912361979484558,0.034036826342344284,0.9731888771057129,0.9391520507633686,0.9728702902793884,0.027129679918289185,jpeg,0.8578391075134277,0.0,1.0,0.939715551057348
2d0710f11f857c6a0b79286e3c1803201b317b96a2181f4acafceedb03c34f35,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0452 (5).jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-3.3079028129577637,0.07019473612308502,0.03530106693506241,0.31828951835632324,0.5040404796600342,0,1,True,False,True,False,0.6817104816436768,0.14246337115764618,0.7944561243057251,0.6519927531480789,0.9377725720405579,0.06222744658589363,jpeg,0.4749201536178589,0.0,1.0,0.9937101955949773
2f2144cf2d371ada6d101f20d504f464458bdecdaad372d63491037871b56830,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0129 (3).jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-3.185060739517212,0.0005551055073738098,0.03973180055618286,0.32445797324180603,0.5000319480895996,0,1,True,False,True,False,0.675542026758194,0.029187897220253944,0.7117007374763489,0.6825128402560949,0.9091928601264954,0.09080711007118225,jpeg,0.446564257144928,0.0,1.0,0.9926873962289355
51a8ed39e7a0d6d6e4f2e504063e149d4d23e336aad610c69d5295b9b2e2bc23,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0592.jpg,cifake,cifake,unknown,0,repost_extreme,Extreme Repost,-2.969326972961426,0.018655436113476753,0.048830971121788025,0.33543896675109863,0.5010738372802734,0,1,True,False,True,False,0.6645610332489014,0.00965124275535345,0.8775935769081116,0.8679423341527581,0.848281979560852,0.15171805024147034,jpeg,0.530488133430481,0.0,1.0,0.00010977878768173957
ca422c5cf980c0f7002f6d5430fd70a762042b8f92e36ce333239639fa1124c7,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/REAL/0422 (5).jpg,cifake,cifake,unknown,0,blur_recompress,Blur + Resize + JPEG,-2.639350175857544,0.014161190018057823,0.0666484460234642,0.35258182883262634,0.5008151531219482,0,1,True,False,True,False,0.6474181711673737,0.0836099162697792,0.7566698789596558,0.6730599626898766,0.9178987741470337,0.08210118114948273,jpeg,0.7822065353393555,0.0,1.0,0.9848628333353684
de4b13a7a9c9fb5248cd2e8fde5e23649ed068fe0fb5bc093bba4a1f298590fa,/home/users/nus/e1516774/Techjam/data/raw/CIFAKE/test/FAKE/599.jpg,cifake,cifake,unknown,1,repost_extreme,Extreme Repost,2.5931994915008545,-0.21012519299983978,0.9304226636886597,0.6449887752532959,0.4879070818424225,1,0,True,False,True,False,0.6449887752532959,0.9967317581176758,0.00525704026222229,0.9914747178554535,0.49521854519844055,0.5047814846038818,clean,0.5808017253875732,0.0,1.0,0.7415075189438859
