content_hash,image_path,dataset,source,generator,label,condition_key,condition_name,logit,base_logit,raw_pred,pred,base_pred,prediction,base_prediction,correct,base_correct,gate_helped,gate_hurt,confidence,semantic_pred,forensic_pred,branch_disagreement,semantic_weight,forensic_weight,predicted_corruption,predicted_severity,attention_entropy,max_tile_attention,reliability
76c6fd0de46342615575c834034eb81ef8d7178ca046abd893926a1ac3384916,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/1c846b3f3b01301d_76c6fd0de463.jpg,sid_set,openimages_v7,none,0,repost_extreme,Extreme Repost,-15.264569282531738,0.15478883683681488,2.3479114474866947e-07,0.028897900134325027,0.5089091062545776,0,1,True,False,True,False,0.971102099865675,0.0018176386365666986,0.9866201877593994,0.9848025491228327,0.9988319277763367,0.0011680696625262499,jpeg,0.7980728149414062,0.9908978939056396,0.18597690761089325,0.6621862884386195
960e6190a89315f18d2b36ec9123ff8f88be0c3b9650a4b19231e31ccf55d49d,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/0040f2be91e24921_960e6190a893.jpg,sid_set,openimages_v7,none,0,repost_mild,Mild Repost,-13.4716157913208,0.042659319937229156,1.410428126291663e-06,0.04303159937262535,0.5024555325508118,0,1,True,False,True,False,0.9569684006273746,0.0016492868307977915,0.9570179581642151,0.9553686713334173,0.9939481019973755,0.00605186028406024,jpeg,0.6279826760292053,0.9732874631881714,0.2537846565246582,0.4342445025403183
cf0253107cc665bfdc07cb3e58fdf22cc3e0e8864300007df3ce8f011ac2ac6a,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/54089f22ebd4eea6_cf0253107cc6.jpg,sid_set,openimages_v7,none,0,repost_mild,Mild Repost,-13.434308052062988,0.21020464599132538,1.4640419294664753e-06,0.04338672012090683,0.5120975375175476,0,1,True,False,True,False,0.9566132798790932,0.0041847568936645985,0.9915359020233154,0.9873511451296508,0.9991922974586487,0.0008077392121776938,jpeg,0.5837757587432861,0.9999707341194153,0.16911661624908447,0.9962348120665587
68b9b493fe3b3ecf45df7f4aa7aac1fdb1029dbcee6a9b11b2b19f9f1ad3782b,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/2e0864f19cc9b2e0_68b9b493fe3b.jpg,sid_set,openimages_v7,none,0,filtered_repost,Filtered Repost,-12.948378562927246,0.4046503007411957,2.3800691906217253e-06,0.04827508702874184,0.5232757925987244,0,1,True,False,True,False,0.9517249129712582,7.380316219496308e-06,0.9857900738716125,0.985782693555393,0.9990755319595337,0.0009243899257853627,jpeg,0.6354970335960388,0.9989048838615417,0.18344835937023163,0.9931905089742136
c305484964dd46fd2348e915a1be98730cc13c3381e5b1f93599552331c016d5,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/1723ceac9109f8b1_c305484964dd.jpg,sid_set,openimages_v7,none,0,repost_aggressive,Aggressive Repost,-12.63762092590332,0.741205632686615,3.2475031730427872e-06,0.05167080834507942,0.5425623655319214,0,1,True,False,True,False,0.9483291916549206,0.0003654204774647951,0.9828102588653564,0.9824448383878917,0.9987741112709045,0.0012258347123861313,jpeg,0.7530362010002136,0.9900999665260315,0.18481363356113434,0.9471398730724394
960e6190a89315f18d2b36ec9123ff8f88be0c3b9650a4b19231e31ccf55d49d,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/0040f2be91e24921_960e6190a893.jpg,sid_set,openimages_v7,none,0,clean,Clean,-12.263700485229492,0.1889830082654953,4.719983735412825e-06,0.05605611205101013,0.5108765959739685,0,1,True,False,True,False,0.9439438879489899,0.0009553126874379814,0.936032772064209,0.935077459376771,0.9921807050704956,0.007819288410246372,jpeg,0.6315316557884216,0.9694953560829163,0.27851176261901855,0.4342445025403183
ef8f59ba8e4260ebf7ce6a85db5deb160f755409b2f793b610551a1cc4caa2ad,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/d4b2ca14feea749b_ef8f59ba8e42.jpg,sid_set,openimages_v7,none,0,filtered_repost,Filtered Repost,-11.025960922241211,0.9087956547737122,1.6273423170787282e-05,0.07318764179944992,0.5521224141120911,0,1,True,False,True,False,0.9268123582005501,0.10120062530040741,0.9833096861839294,0.882109060883522,0.9962188601493835,0.0037810972426086664,jpeg,0.5282760262489319,0.971185028553009,0.2129260003566742,0.9156760844573114
c305484964dd46fd2348e915a1be98730cc13c3381e5b1f93599552331c016d5,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/1723ceac9109f8b1_c305484964dd.jpg,sid_set,openimages_v7,none,0,repost_mild,Mild Repost,-10.876298904418945,1.60440993309021,1.890058229037095e-05,0.07555973529815674,0.5913175940513611,0,1,True,False,True,False,0.9244402647018433,0.002396856201812625,0.9881340861320496,0.9857372299302369,0.9989063739776611,0.0010936602484434843,jpeg,0.77631014585495,0.9995573163032532,0.17364710569381714,0.9471398730724394
089359807414fd32b1a027297334c11f13e22dab07a4d1c35b3e85a7db1b827f,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/ea8ea80a349df2bc_089359807414.jpg,sid_set,openimages_v7,none,0,blur_recompress,Blur + Resize + JPEG,-10.796218872070312,0.9317971467971802,2.0476363715715706e-05,0.0768578052520752,0.5534316897392273,0,1,True,False,True,False,0.9231421947479248,0.0015763628762215376,0.9846705198287964,0.9830941569525748,0.9979379773139954,0.002061959356069565,jpeg,0.6323757171630859,0.9894947409629822,0.1910528540611267,1.5144432283779531e-09
960e6190a89315f18d2b36ec9123ff8f88be0c3b9650a4b19231e31ccf55d49d,/home/users/nus/e1516774/Techjam/data/processed/sid_set/validation/real/0040f2be91e24921_960e6190a893.jpg,sid_set,openimages_v7,none,0,repost_aggressive,Aggressive Repost,-10.500566482543945,0.8402122855186462,2.752010004769545e-05,0.08182895183563232,0.5482143759727478,0,1,True,False,True,False,0.9181710481643677,0.006204319652169943,0.9506959319114685,0.9444916122592986,0.9934258460998535,0.00657420139759779,jpeg,0.6190082430839539,0.9707474708557129,0.23920610547065735,0.4342445025403183
